,Ticker,Company,Sector
1794,TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail
1795,TMS,TENNANT MINERALS LIMITED,Materials
1796,TM1,TERRA METALS LIMITED,Energy
1797,T92,TERRA URANIUM LIMITED,Energy
1798,TER,TERRACOM LIMITED,Energy
1799,TGH,TERRAGEN HOLDINGS LIMITED,Materials
1800,TMX,TERRAIN MINERALS LIMITED,Materials
1801,TZN,TERRAMIN AUSTRALIA LIMITED.,Materials
1802,TSO,TESORO GOLD LTD,Materials
1803,TES,TEST SECURITY,Class Pend
1804,TG6,TG METALS LIMITED,Materials
1805,A2M,THE A2 MILK COMPANY LIMITED,"Food, Beverage & Tobacco"
1806,AU1,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development
1807,WAG,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,Financial Services
1808,CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products
1809,HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products
1810,TLC,THE LOTTERY CORPORATION LIMITED,Consumer Services
1811,TRS,THE REJECT SHOP LIMITED,Consumer Discretionary Distribution & Retail
1812,SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Services
1813,TGM,THETA GOLD MINES LIMITED,Materials
1814,TT1,THINK TANK RESIDENTIAL SERIES 2024-1 TRUST,Not Applic
1815,THR,THOR ENERGY PLC,Materials
1816,TOP,THORNEY OPPORTUNITIES LTD,Not Applic
1817,TEK,THORNEY TECHNOLOGIES LTD,Not Applic
1818,1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Software & Services
1819,THB,THUNDERBIRD RESOURCES LIMITED,Materials
1820,TIA,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development
1821,TIG,TIGERS REALM COAL LIMITED,Materials
1822,TML,TIMAH RESOURCES LIMITED,Utilities
1823,TNY,TINYBEANS GROUP LTD,Media & Entertainment
1824,TRP,TISSUE REPAIR LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1825,TTM,TITAN MINERALS LIMITED,Materials
1826,TSL,TITANIUM SANDS LIMITED,Materials
1827,TTT,TITOMIC LIMITED,Materials
1828,TVN,TIVAN LIMITED,Materials
1829,TOU,TLOU ENERGY LIMITED,Energy
1830,TMK,TMK ENERGY LIMITED,Energy
1831,TOK,TOLU MINERALS LIMITED.,Materials
1832,TI1,TOMBADOR IRON LIMITED,Materials
1833,TEE,TOP END ENERGY LIMITED,Energy
1834,TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,"Food, Beverage & Tobacco"
1835,TOE,TORO ENERGY LIMITED,Energy
1836,TOR,TORQUE METALS LIMITED..,Materials
1837,TTZ,TORRENS SERIES 2016-1 TRUST,Not Applic
1838,TRE,TOUBANI RESOURCES LIMITED,Materials
1839,TVL,TOUCH VENTURES LIMITED,Financial Services
1840,THL,TOURISM HOLDINGS RENTALS LIMITED,Transportation
1841,TWR,TOWER LIMITED,Insurance
1842,TOY,TOYS'R'US ANZ LIMITED,Consumer Discretionary Distribution & Retail
1843,TPC,TPC CONSOLIDATED LIMITED,Utilities
1844,TPG,TPG TELECOM LIMITED.,Telecommunication Services
1845,TTI,TRAFFIC TECHNOLOGIES LTD.,Transportation
1846,TRJ,TRAJAN GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1847,TKL,TRAKA RESOURCES LIMITED,Materials
1848,TCO,TRANSMETRO CORPORATION LIMITED,Consumer Services
1849,TA1,TRANSURBAN FINANCE COMPANY PTY LTD,Not Applic
1850,TCL,TRANSURBAN GROUP,Transportation
1851,XVG,TREASURY CORPORATION OF VICTORIA,Not Applic
1852,TWE,TREASURY WINE ESTATES LIMITED,"Food, Beverage & Tobacco"
1853,TKM,TREK METALS LIMITED,Materials
1854,TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy
1855,TGF,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,Not Applic
1856,TBR,TRIBUNE RESOURCES LIMITED,Materials
1857,TMG,TRIGG MINERALS LIMITED,Materials
1858,TX3,TRINEX MINERALS LIMITED,Materials
1859,TT4,TRITON BOND TRUST 2020 IN RESPECT OF SERIES 1,Not Applic
1860,TT6,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,Not Applic
1861,TON,TRITON MINERALS LTD,Materials
1862,TRI,TRIVARX LTD,Health Care Equipment & Services
1863,TNC,TRUE NORTH COPPER LIMITED,Materials
1864,TRM,TRUSCOTT MINING CORPORATION LIMITED,Materials
1865,TRU,TRUSCREEN GROUP LIMITED,Health Care Equipment & Services
1866,TYP,TRYPTAMINE THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1867,TTA,TTA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1868,TUA,TUAS LIMITED,Telecommunication Services
1869,TGN,TUNGSTEN MINING NL,Materials
1870,TCG,TURACO GOLD LIMITED,Materials
1871,TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary Distribution & Retail
1872,TYX,TYRANNA RESOURCES LIMITED,Materials
1873,TYR,TYRO PAYMENTS LIMITED,Financial Services
1874,TZL,TZ LIMITED,Technology Hardware & Equipment
1875,UWC,UNDERWOOD CAPITAL LIMITED,Not Applic
1876,URW,UNIBAIL-RODAMCO-WESTFIELD,Equity Real Estate Investment Trusts (REITs)
1877,USL,UNICO SILVER LIMITED,Materials
1878,UOS,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate Management & Development
1879,UNT,UNITH LTD,Media & Entertainment
1880,UBI,UNIVERSAL BIOSENSORS INC.,Health Care Equipment & Services
1881,UNI,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1882,UBN,URBANISE.COM LIMITED,Software & Services
1883,URF,US MASTERS RESIDENTIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs)
1884,UCM,USCOM LIMITED,Health Care Equipment & Services
1885,UVA,UVRE LIMITED,Materials
1886,VR8,VANADIUM RESOURCES LIMITED,Materials
1887,VAR,VARISCAN MINES LIMITED,Materials
1888,VAU,VAULT MINERALS LIMITED,Materials
1889,VMG,VDM GROUP LIMITED,Capital Goods
1890,VR1,VECTION TECHNOLOGIES LTD,Software & Services
1891,VBS,VECTUS BIOSYSTEMS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1892,VEE,VEEM LTD,Capital Goods
1893,VNT,VENTIA SERVICES GROUP LIMITED,Capital Goods
1894,VMC,VENUS METALS CORPORATION LIMITED,Materials
1895,VBC,VERBREC LIMITED,Capital Goods
1896,VRS,VERIS LIMITED,Commercial & Professional Services
1897,VRL,VERITY RESOURCES LIMITED,Materials
1898,VTX,VERTEX MINERALS LIMITED,Materials
1899,VG1,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,Not Applic
1900,VHM,VHM LIMITED,Materials
1901,VCX,VICINITY CENTRES,Equity Real Estate Investment Trusts (REITs)
1902,VCD,VICINITY CENTRES TRUST,Not Applic
1903,VIG,VICTOR GROUP HOLDINGS LIMITED,Software & Services
1904,VTM,VICTORY METALS LIMITED,Materials
1905,VKA,VIKING MINES LIMITED,Materials
1906,VEN,VINTAGE ENERGY LTD,Energy
1907,VNL,VINYL GROUP LTD,Software & Services
1908,VMM,VIRIDIS MINING AND MINERALS LIMITED,Materials
1909,VFX,VISIONFLEX GROUP LIMITED,Health Care Equipment & Services
1910,VGL,VISTA GROUP INTERNATIONAL LIMITED.,Software & Services
1911,VLS,VITA LIFE SCIENCES LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences"
1912,VML,VITAL METALS LIMITED,Materials
1913,VHL,VITASORA HEALTH LIMITED,Health Care Equipment & Services
1914,VFY,VITRAFY LIFE SCIENCES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1915,VIT,VITURA HEALTH LIMITED,Health Care Equipment & Services
1916,VEA,VIVA ENERGY GROUP LIMITED,Energy
1917,VVA,VIVA LEISURE LIMITED,Consumer Services
1918,VMT,VMOTO LIMITED,Automobiles & Components
1919,VPG,VODAFONE GROUP PLC.,Not Applic
1920,VPR,VOLT GROUP LIMITED,Utilities
1921,VRC,VOLT RESOURCES LIMITED,Materials
1922,VSR,VOLTAIC STRATEGIC RESOURCES LTD,Energy
1923,VN8,VONEX LIMITED..,Telecommunication Services
1924,VRX,VRX SILICA LIMITED,Materials
1925,VUL,VULCAN ENERGY RESOURCES LIMITED,Materials
1926,VSL,VULCAN STEEL LIMITED,Materials
1927,VYS,VYSARN LIMITED,Materials
1928,WAK,WA KAOLIN LIMITED,Materials
1929,WA1,WA1 RESOURCES LTD,Materials
1930,WGN,WAGNERS HOLDING COMPANY LIMITED,Materials
1931,WKT,WALKABOUT RESOURCES LTD,Materials
1932,WAA,WAM ACTIVE LIMITED,Not Applic
1933,WMA,WAM ALTERNATIVE ASSETS LIMITED,Not Applic
1934,WAM,WAM CAPITAL LIMITED,Not Applic
1935,WGB,WAM GLOBAL LIMITED,Not Applic
1936,WMX,WAM INCOME MAXIMISER LIMITED,Class Pend
1937,WLE,WAM LEADERS LIMITED,Not Applic
1938,WMI,WAM MICROCAP LIMITED,Not Applic
1939,WAX,WAM RESEARCH LIMITED,Not Applic
1940,WAR,WAM STRATEGIC VALUE LIMITED,Not Applic
1941,WTM,WARATAH MINERALS LIMITED,Materials
1942,WA8,WARRIEDAR RESOURCES LIMITED,Materials
1943,SOL,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,Financial Services
1944,WAT,WATERCO LIMITED,Consumer Durables & Apparel
1945,W2V,WAY 2 VAT LTD.,Software & Services
1946,WPR,WAYPOINT REIT,Equity Real Estate Investment Trusts (REITs)
1947,WQG,WCM GLOBAL GROWTH LIMITED,Not Applic
1948,WEF,WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC,Not Applic
1949,WEB,WEB TRAVEL GROUP LIMITED,Consumer Services
1950,WJL,WEBJET GROUP LIMITED,Consumer Services
1951,WBT,WEEBIT NANO LTD,Semiconductors & Semiconductor Equipment
1952,WLD,WELLARD LIMITED,"Food, Beverage & Tobacco"
1953,WFL,WELLFULLY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1954,WNX,WELLNEX LIFE LIMITED,"Food, Beverage & Tobacco"
1955,WES,WESFARMERS LIMITED,Consumer Discretionary Distribution & Retail
1956,WAF,WEST AFRICAN RESOURCES LIMITED,Materials
1957,WC1,WEST COBAR METALS LIMITED,Materials
1958,WWI,WEST WITS MINING LIMITED,Materials
1959,WSR,WESTAR RESOURCES LIMITED,Materials
1960,WGR,WESTERN GOLD RESOURCES LIMITED.,Materials
1961,WMG,WESTERN MINES GROUP LTD,Materials
1962,WYX,WESTERN YILGARN NL,Materials
1963,WEN,WESTFIELD UK & EUROPE FINANCE PLC,Not Applic
1964,WGX,WESTGOLD RESOURCES LIMITED.,Materials
1965,WBC,WESTPAC BANKING CORPORATION,Banks
1966,WSI,WESTSTAR INDUSTRIAL LIMITED,Materials
1967,WCN,WHITE CLIFF MINERALS LIMITED,Materials
1968,WEC,WHITE ENERGY COMPANY LIMITED,Energy
1969,WBE,WHITEBARK ENERGY LTD,Energy
1970,WHI,WHITEFIELD INCOME LIMITED,Not Applic
1971,WHF,WHITEFIELD INDUSTRIALS LIMITED,Not Applic
1972,WHC,WHITEHAVEN COAL LIMITED,Energy
1973,WHK,WHITEHAWK LIMITED,Software & Services
1974,WIA,WIA GOLD LIMITED,Materials
1975,WOA,WIDE OPEN AGRICULTURE LTD,"Food, Beverage & Tobacco"
1976,WC8,WILDCAT RESOURCES LIMITED,Materials
1977,WIN,WIN METALS LTD,Materials
1978,WEL,WINCHESTER ENERGY LTD,Energy
1979,WNR,WINGARA AG LTD,"Food, Beverage & Tobacco"
1980,WR1,WINSOME RESOURCES LIMITED,Materials
1981,WTN,WINTON LAND LIMITED,Real Estate Management & Development
1982,WTC,WISETECH GLOBAL LIMITED,Software & Services
1983,WWG,WISEWAY GROUP LIMITED,Transportation
1984,WZR,WISR LIMITED,Financial Services
1985,WDS,WOODSIDE ENERGY GROUP LTD,Energy
1986,WOW,WOOLWORTHS GROUP LIMITED,Consumer Staples Distribution & Retail
1987,WOR,WORLEY LIMITED,Capital Goods
1988,WOT,WOTSO,Equity Real Estate Investment Trusts (REITs)
1989,WRK,WRKR LTD,Software & Services
1990,WTL,WT FINANCIAL GROUP LIMITED,Financial Services
1991,X2M,X2M CONNECT LIMITED,Technology Hardware & Equipment
1992,XGL,XAMBLE GROUP LIMITED,Media & Entertainment
1993,XAM,XANADU MINES LTD,Materials
1994,XRO,XERO LIMITED,Software & Services
1995,XPN,XPON TECHNOLOGIES GROUP LIMITED,Software & Services
1996,XRG,XREALITY GROUP LTD,Consumer Services
1997,XF1,XREF LIMITED,Software & Services
1998,XRF,XRF SCIENTIFIC LIMITED,Capital Goods
1999,XST,XSTATE RESOURCES LIMITED,Energy
2000,XTC,XTC LITHIUM LIMITED,Materials
2001,YAL,YANCOAL AUSTRALIA LIMITED,Energy
2002,YRL,YANDAL RESOURCES LIMITED,Materials
2003,YAR,YARI MINERALS LIMITED,Materials
2004,YOJ,YOJEE LIMITED,Software & Services
2005,YOW,YOWIE GROUP LTD,"Food, Beverage & Tobacco"
2006,ZLD,ZELIRA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
2007,ZNC,ZENITH MINERALS LIMITED,Materials
2008,ZEO,ZEOTECH LIMITED,Materials
2009,ZEU,ZEUS RESOURCES LIMITED,Energy
2010,ZGL,ZICOM GROUP LIMITED,Capital Goods
2011,ZMM,ZIMI LIMITED,Technology Hardware & Equipment
2012,ZIM,ZIMPLATS HOLDINGS LIMITED,Materials
2013,ZMI,ZINC OF IRELAND NL,Materials
2014,ZIP,ZIP CO LIMITED..,Financial Services
2015,ZNO,ZOONO GROUP LIMITED,Materials
2016,ZAG,ZULEIKA GOLD LIMITED,Materials
